Design_ID,Chassis_Type,Wheel_Configuration,Footprint_Area,Volume_to_Weight_Ratio,Chassis_Weight_Percentage,Power_Density,Power_Efficiency,Energy_Efficiency,Motor_Power_Density,Battery_Energy_Density,Motor_to_Weight_Ratio,Battery_to_Weight_Ratio,Agility_Score,Stability_Factor,Speed_to_Size_Ratio,Wheel_to_Chassis_Ratio,Terrain_Adaptability (ratio),Torque_to_Weight_Ratio,Operational_Endurance,Operational_Range,Control_Responsiveness,Control_Precision,Sensor_Coverage_Ratio,Sensor_Range_Efficiency
10576,chassis_hub_4WD_light,4WD,700,4.402515723,62.89308176,0.785714286,0.005454545,18.13492063,0.0125,0.0525,2.767295597,220.1257862,0.5204165,0.833333333,0.085714286,0.9,0.45,0.133222415,0.015622642,0.02285,3776.726715,0.000146998,248.3175386,286
10577,chassis_hub_12WD_mini,12WD,1750,3.205128205,30.52503053,2.171428571,0.000175439,0.404320988,0.018095238,0.0845953,5.567765568,109.8901099,0.387298335,0.875,0.02,0.96,0.48,0.603486154,0.000263736,0.00131,211.2269298,0.0001126,8.290627036,10.12
10578,chassis_hub_4WD_small,4WD,540,3.056603774,44.02515723,1.543209877,0.16,574.0545455,0.018292683,0.132,3.773584906,1383.647799,1.721325932,1,4,0.744444444,0.372222222,0.022820506,4.781886792,7.57752,164470.3569,0.000151515,286.1168062,333.6666667
10579,chassis_hub_16WD_extreme,16WD,2100,3.010752688,25.08960573,2.380952381,0.0026,9.449074074,0.025,0.086055777,5.734767025,64.51612903,0.73528411,0.760869565,0.433333333,1,0.5,0.112477706,0.002683871,0.04082,4792.666201,0.000113475,8.745761372,10.125
1058,chassis_hub_tracked_small,2WD,700,4.2,73.33333333,0.353968254,0,0.277777778,0.01893617,0.0525,1.186666667,233.3333333,0,1,0,0.744444444,0.372222222,0.457643667,0,0.00035,69.92339746,8.53E-05,248.3175386,286
10580,chassis_hub_2WD_mini,2WD,264,3.64137931,51.72413793,0.198863636,0,26.51587302,0.015454545,0.0525,0.586206897,603.4482759,0,0.857142857,0,0.75,0.375,0.057487259,0,0.03341,5998.330665,9.96E-05,24.24188912,27.61363636
10581,chassis_hub_16WD_extreme,16WD,2100,3.136669156,26.13890963,3.142857143,0.006742424,24.27623457,0.037714286,0.086631016,7.88648245,67.21433906,1.230519278,0.760869565,1.483333333,1,0.5,0.087886333,0.011964152,0.15731,11556.78375,0.000117647,5.765724163,6.675
10582,chassis_hub_4WD_compact,4WD,616,2.389655172,38.79310345,1.533189033,0.005882353,20.43736486,0.038636364,0.164079823,2.931034483,4310.344828,0.591607978,1.1,0.178571429,0.888888889,0.444444444,0.074395276,1.350775862,3.02473,8343.132652,8.89E-05,14.20989569,18.07142857
10583,chassis_hub_16WD_advanced,16WD,2400,3.680981595,23.00613497,2.375,0.007807018,28.1087963,0.032571429,0.086055777,6.993865031,69.01840491,1.160144701,0.869565217,1.483333333,1,0.5,0.079415816,0.009828221,0.12143,13132.7088,0.000117647,8.42450923,10.125
10584,chassis_hub_8WD_versatile,8WD,1000,2.285714286,28.57142857,3.5,0.000238095,1.2,0.020487805,0.132,6.4,419.047619,0.461880215,0.833333333,0.025,1.2,0.6,0.478190933,0.002125714,0.01584,414.2597115,0.00010989,212.2115756,250.25
10585,chassis_hub_8WD_heavy_duty,8WD,1350,2.387755102,27.21088435,3.133903134,0.001818182,6.397727273,0.0275,0.093176471,5.986394558,299.3197279,0.831890331,0.882352941,0.222222222,1.538461538,0.769230769,0.20280419,0.014204082,0.10134,1502.739682,0.000119048,185.0849655,222.4444444
10586,chassis_hub_16WD_advanced,16WD,2400,3.587443946,22.42152466,1.708333333,0.000121951,0.23015873,0.01952381,0.0525,4.90284006,26.15844544,0.363765229,0.869565217,0.016666667,1,0.5,0.703616143,5.38E-05,0.00029,112.1687834,0.00011544,138.8137241,166.8333333
10587,chassis_hub_16WD_advanced,16WD,2400,3.375527426,21.09704641,2.125,0.000980392,3.449605856,0.027567568,0.16,5.738396624,562.5879044,0.614875462,0.869565217,0.166666667,1,0.5,0.198615696,0.044050633,0.61265,1586.22522,0.000119048,34.70343103,41.70833333
10588,chassis_hub_2WD_mini,2WD,264,2.133333333,30.3030303,0.222537879,0,3.467207207,0.02,0.154166667,0.383838384,5050.505051,0,0.857142857,0,0.5,0.25,0.081226798,0,0.19243,1144.071849,0.00010323,24.24188912,27.61363636
10589,chassis_hub_4WD_light,4WD,700,4,57.14285714,1.214285714,0.005882353,22.99221949,0.038636364,0.137191011,3.885714286,1257.142857,0.589255651,0.833333333,0.142857143,0.9,0.45,0.09862688,0.2952,0.56147,8343.132652,8.89E-05,62.07938466,71.5
1059,chassis_hub_2WD_mini,2WD,264,3.64137931,51.72413793,0.861742424,0,4.661904762,0.066363636,0.055702918,2.517241379,603.4482759,0,0.857142857,0,0.5,0.25,0.142027345,0,0.00979,4127.422767,3.91E-05,15.98168986,18.20454545
10590,chassis_hub_2WD_mini,2WD,264,3.406451613,48.38709677,0.9375,0.01010101,37.10227273,0.083157895,0.097777778,2.548387097,3548.387097,0.451753951,0.857142857,0.090909091,0.5,0.25,0.047451532,0.155612903,0.09795,33990.54043,3.89E-05,24.24188912,27.61363636
10591,chassis_hub_4WD_standard,4WD,600,3.314917127,44.19889503,2.583333333,0.002580645,8.579545455,0.035227273,0.097777778,6.850828729,1215.469613,1.175889472,1.111111111,0.133333333,1,0.5,0.281738011,0.013524862,0.02265,1882.553009,0.000122499,277.6274482,333.6666667
10592,chassis_hub_8WD_heavy_duty,8WD,1350,1.926454446,21.95389682,2.792022792,0.000816327,2.615862291,0.025789474,0.170769231,4.302963776,1536.772777,0.564215473,0.882352941,0.088888889,1.538461538,0.769230769,0.232517717,0.100215148,0.81301,642.0435415,0.000117647,11.23267897,13.5
10593,chassis_hub_4WD_compact,4WD,616,2.717647059,44.11764706,0.901875902,0,0.474774775,0.021276596,0.154166667,1.960784314,2450.980392,0,1.1,0,0.744444444,0.372222222,0.403803235,0,0.02635,228.2222,8.51E-05,17.06029967,21.69642857
10594,chassis_hub_2WD_mini_robot,2WD,240,2.953846154,46.15384615,0.765625,0,0.136363636,0.056190476,0.097777778,1.815384615,3384.615385,0,0.857142857,0,0.5,0.25,0.663834769,0,0.00036,120.5119161,3.90E-05,21.69457102,25.3
10595,chassis_hub_2WD_basic,2WD,375,4.109589041,68.49315068,0.19,0,0.226010101,0.021904762,0.088,0.630136986,3013.69863,0,1.071428571,0,0.5,0.25,0.349277945,0,0.00179,133.3475048,5.96E-05,343.3401675,400.4
10596,chassis_hub_8WD_versatile,8WD,1000,2.298850575,28.73563218,3.5,0.000238095,1.198412698,0.022105263,0.05625,6.436781609,67.04980843,0.461880215,0.833333333,0.025,1.2,0.6,0.480939157,0.000413793,0.00302,414.2597115,0.00010989,12.87897424,15.1875
10597,chassis_hub_2WD_basic,2WD,375,1.41509434,23.58490566,0.273333333,0,1.108738739,0.03,0.168181818,0.311320755,4716.981132,0,1.071428571,0,0.5,0.25,0.063835741,0,0.24614,679.8108087,5.73E-05,85.83504186,100.1
10598,chassis_hub_12WD_mini,12WD,1750,3.117577197,29.6912114,2.857142857,0.000133333,0.62039312,0.024390244,0.097097416,7.125890736,391.9239905,0.370809924,0.875,0.02,0.96,0.48,0.545072708,0.002779097,0.0303,313.7588348,0.000119048,164.0102305,200.2
10599,chassis_hub_8WD_heavy_duty,8WD,1350,2.294117647,26.14379085,2.336182336,0,0.332905405,0.01952381,0.166760563,4.287581699,2614.379085,0,0.882352941,0,1.107692308,0.553846154,0.615319216,0,0.09854,112.1687834,0.00011544,46.27124137,55.61111111
106,chassis_hub_2WD_mini_robot,2WD,240,0.79338843,12.39669421,0.963541667,0,2.090127628,0.067272727,0.165465839,0.611570248,4958.677686,0,0.857142857,0,0.45,0.225,0.04781755,0,0.55681,2073.999077,3.96E-05,21.69457102,25.3
1060,chassis_hub_4WD_compact,4WD,616,2.566666667,41.66666667,1.172438672,0.001538462,7.799189189,0.012871287,0.151020408,2.407407407,2314.814815,0.4,1.1,0.035714286,1,0.5,0.156179981,0.189666667,0.57714,1660.003137,0.000152462,17.06029967,21.69642857
10600,chassis_hub_4WD_compact,4WD,616,3.242105263,52.63157895,3.607503608,0,0.747619048,0.038461538,0.055702918,9.356725146,204.6783626,0,1.1,0,1,0.5,1.032278947,0,0.00157,197.1451345,0.000116362,70.27720153,89.375
10601,chassis_hub_12WD_mini,12WD,1750,3.36970475,32.09242619,2.8,0.000408163,1.253787879,0.025789474,0.097777778,7.548138639,282.4133504,0.554526825,0.875,0.06,0.96,0.48,0.407876072,0.000554557,0.00331,642.0435415,0.000117647,6.562047683,8.01
10602,chassis_hub_12WD_mini,12WD,1750,2.586206897,24.63054187,2.171428571,0,0.184121622,0.018095238,0.176277916,4.492610837,1576.35468,0,0.875,0,0.96,0.48,0.753614483,0,0.0654,90.99006208,0.000114943,41.00255762,50.05
10603,chassis_hub_12WD_mini,12WD,1750,2.625,25,2.914285714,0.000915033,3.311599099,0.0255,0.176277916,6.12,1600,0.606217783,0.875,0.14,0.96,0.48,0.21182364,0.116928,1.17628,1586.22522,0.000119048,41.00255762,50.05
10604,chassis_hub_16WD_extreme,16WD,2100,2.890571232,24.0880936,1.80952381,0.000131579,0.422730423,0.019487179,0.150901961,4.184445974,357.8802478,0.291661041,0.760869565,0.016666667,1,0.5,0.453549126,0.003766001,0.0488,211.2269298,0.0001126,8.745761372,10.125
10605,chassis_hub_2WD_mini,2WD,264,0.862040816,12.24489796,0.838068182,0,2.178445946,0.074736842,0.166760563,0.579591837,8163.265306,0,0.857142857,0,0.45,0.225,0.0448304,0,0.64482,2185.106171,3.96E-05,15.98168986,18.20454545
10606,chassis_hub_4WD_small,4WD,540,1.2823219,18.46965699,1.028806584,0,0.926486486,0.02173913,0.168821293,1.055408971,5277.044855,0,1,0,0.888888889,0.444444444,0.175950449,0,0.41136,359.8998399,8.53E-05,11.44753056,13.35
10607,chassis_hub_12WD_robust,12WD,1500,2.053036784,23.95209581,2.5625,0.000162602,0.308243243,0.01952381,0.164079823,4.208725406,855.4319932,0.387298335,0.75,0.02,1.25,0.625,0.604002395,0.007421728,0.04562,112.1687834,0.00011544,42.91752093,50.05
10608,chassis_hub_4WD_small,4WD,540,2.777142857,40,0.483539095,0,0.185185185,0.004895833,0.086006826,1.074285714,514.2857143,0,1,0,0.744444444,0.372222222,0.8069472,0,0.0014,36.82308547,0.000203538,14.46304735,16.86666667
10609,chassis_hub_2WD_simple,2WD,375,5.084745763,67.79661017,0.616666667,0,3.485714286,0.067272727,0.055702918,2.508474576,593.220339,0,1.071428571,0,0.75,0.375,0.196133,0,0.00732,2073.999077,3.96E-05,343.3401675,400.4
1061,chassis_hub_4WD_standard,4WD,600,1.729106628,23.05475504,0.575,0.342028986,1229.318863,0.007263158,0.176277916,0.795389049,4610.951009,1.20697561,1.111111111,3.933333333,0.9,0.45,0.006782697,126.0444035,436.65406,186947.9724,0.000206612,11.10787143,13.35
10610,chassis_hub_8WD_heavy_duty,8WD,1350,1.915938865,21.83406114,2.849002849,0.0052,18.89980695,0.025,0.170769231,4.366812227,1528.384279,0.899826973,0.882352941,0.577777778,1.538461538,0.769230769,0.085647598,0.635580786,5.87406,4792.666201,0.000113475,46.27124137,55.61111111
10611,chassis_hub_16WD_extreme,16WD,2100,2.834008097,23.61673414,2.095238095,0.000113636,0.221933472,0.020952381,0.150901961,4.750337382,350.877193,0.355884903,0.760869565,0.016666667,1,0.5,0.667011012,0.003182186,0.02562,110.0646071,0.000112045,36.02677832,41.70833333
10612,chassis_hub_2WD_basic,2WD,375,0.877192982,14.61988304,0.833333333,0.092,336.2019144,0.105263158,0.168821293,0.584795322,5847.953216,0,1.071428571,0.92,0.5,0.25,0.00344093,42.99789474,149.27365,293816.5359,3.86E-05,17.35565682,20.24
10613,chassis_hub_16WD_advanced,16WD,2400,3.664122137,22.90076336,2.375,0.007807018,28.10714286,0.03,0.055445545,6.961832061,26.71755725,1.160144701,0.869565217,1.483333333,1,0.5,0.079052079,0.002445802,0.04722,13132.7088,0.000117647,138.8137241,166.8333333
10614,chassis_hub_2WD_mini,2WD,264,2.974647887,42.25352113,0.198863636,0,17.675,0.015454545,0.132,0.478873239,3098.591549,0,0.857142857,0,0.5,0.25,0.046961423,0,0.23331,5998.330665,9.96E-05,99.86062142,113.75
10615,chassis_hub_8WD_versatile,8WD,1000,2.281368821,28.51711027,4.25,0.001372549,4.967424242,0.027567568,0.132,7.756653992,418.2509506,0.916515139,0.833333333,0.175,1.2,0.6,0.268471027,0.012456274,0.06557,1586.22522,0.000119048,53.05289389,62.5625
10616,chassis_hub_4WD_tracked,4WD,600,2.290076336,38.16793893,2.416666667,0.00137931,4.717117117,0.032954545,0.155789474,4.427480916,2290.076336,0.769800359,1.111111111,0.066666667,1,0.5,0.239551756,0.168183206,0.41888,1083.448476,0.000125557,11.10787143,13.35
10617,chassis_hub_2WD_mini_robot,2WD,240,2.666666667,41.66666667,1.041666667,0.005,25.36111111,0.084210526,0.086631016,2.222222222,1250,0.349927106,0.857142857,0.05,0.75,0.375,0.062653597,0.162,0.16434,15074.06576,3.88E-05,21.69457102,25.3
10618,chassis_hub_16WD_extreme,16WD,2100,2.600619195,21.67182663,2.380952381,0.0026,9.44990991,0.027027027,0.168821293,4.953560372,1238.390093,0.701065891,0.760869565,0.433333333,1,0.5,0.097155666,0.257327554,4.19576,4792.666201,0.000113475,5.765724163,6.675
10619,chassis_hub_2WD_mini,2WD,264,2.607407407,37.03703704,0.378787879,0,15.96309771,0.029090909,0.111213873,0.790123457,1604.938272,0,0.857142857,0,0.5,0.25,0.046006506,0,0.30713,9123.776642,5.86E-05,20.19159818,23
1062,chassis_hub_8WD_heavy_duty,8WD,1350,2.794585987,31.84713376,3.475783476,0.00295082,10.67936118,0.0305,0.097097416,7.770700637,525.477707,0.998268397,0.882352941,0.4,1.107692308,0.553846154,0.162403121,0.082547771,0.52158,3529.786891,0.000118519,11.23267897,13.5
10620,chassis_hub_2WD_basic,2WD,375,3.157894737,52.63157895,0.65,0.005128205,14.52272727,0.070909091,0.097777778,1.642105263,2315.789474,0.349927106,1.071428571,0.04,0.725,0.3625,0.059872179,0.051157895,0.03834,9142.283289,3.83E-05,17.35565682,20.24
10621,chassis_hub_12WD_mini,12WD,1750,3.084606345,29.37720329,2.571428571,0.000148148,0.338738739,0.021428571,0.155789474,6.345475911,705.052879,0.421307489,0.875,0.02,0.96,0.48,0.705249095,0.005584019,0.03008,171.9521457,0.00011391,6.562047683,8.01
10622,chassis_hub_4WD_standard,4WD,600,2.941176471,39.21568627,3.166666667,0.018421053,66.41204955,0.046341463,0.155789474,7.450980392,2941.176471,1.972026594,1.111111111,1.166666667,0.8,0.4,0.086529265,2.884411765,5.89739,18354.89183,0.000127538,69.40686205,83.41666667
10623,chassis_hub_12WD_mini,12WD,1750,2.695071869,25.66735113,2.514285714,0,0.161776062,0.022564103,0.170769231,5.420944559,1437.371663,0,0.875,0,0.96,0.48,0.881994394,0,0.05028,82.41541995,0.000112994,41.00255762,50.05
10624,chassis_hub_2WD_basic,2WD,375,3.092783505,51.54639175,0.316666667,0.010526316,50.21136364,0.04,0.132,0.783505155,2268.041237,0.202030509,1.071428571,0.04,0.525,0.2625,0.024263876,0.515505155,0.66279,26342.66884,6.27E-05,85.83504186,100.1
10625,chassis_hub_4WD_standard,4WD,600,2.459016393,32.78688525,1,0,0.413457207,0.025531915,0.16,1.967213115,3278.688525,0,1.111111111,0,0.7,0.35,0.38583541,0,0.07343,199.694425,8.51E-05,69.40686205,83.41666667
10626,chassis_hub_2WD_simple,2WD,375,3.260869565,43.47826087,0.256666667,0,4.044178794,0.032631579,0.111213873,0.673913043,1413.043478,0,1.071428571,0,0.75,0.375,0.09593462,0,0.07781,1563.56486,5.82E-05,20.83707809,24.3
10627,chassis_hub_2WD_mini,2WD,264,2.155102041,30.6122449,0.804924242,0,5.257477477,0.071578947,0.154166667,1.387755102,5102.040816,0,0.857142857,0,0.525,0.2625,0.078052929,0,0.29179,4444.916826,3.91E-05,20.19159818,23
10628,chassis_hub_4WD_light,4WD,700,1.861702128,26.59574468,4.428571429,0.043870968,157.4020914,0.075609756,0.170769231,6.595744681,3723.404255,1.943650632,0.833333333,3.885714286,0.67,0.335,0.037557383,13.06034043,48.92057,48153.26561,0.00013369,15.07022025,17.35714286
10629,chassis_hub_2WD_mini_robot,2WD,240,2.909090909,45.45454545,1.015625,0.005128205,10.01641414,0.070909091,0.088,2.363636364,3333.333333,0.428571429,0.857142857,0.05,0.5,0.25,0.086179652,0.221454545,0.07933,9142.283289,3.83E-05,26.04634762,30.375
1063,chassis_hub_2WD_mini,2WD,264,1.587969925,22.55639098,0.198863636,0,4.168327703,0.015454545,0.18187404,0.255639098,6015.037594,0,0.857142857,0,0.75,0.375,0.061936737,0,0.49353,946.8793406,0.000102984,99.86062142,113.75
10630,chassis_hub_16WD_extreme,16WD,2100,2.894555479,24.12129566,3.523809524,0.01472973,52.98254505,0.042285714,0.16,8.159889731,551.3439008,1.572447071,0.760869565,3.633333333,1,0.5,0.059475203,0.64904204,9.4097,24102.38322,0.000123077,36.02677832,41.70833333
10631,chassis_hub_16WD_extreme,16WD,2100,2.982954545,24.85795455,2.428571429,0.000980392,3.449494949,0.0255,0.093176471,5.795454545,156.25,0.614875462,0.760869565,0.166666667,1,0.5,0.200590568,0.004090909,0.05464,1586.22522,0.000119048,7.284535398,8.433333333
10632,chassis_hub_4WD_tracked,4WD,600,2.714932127,45.24886878,2.416666667,0.000689655,3.302006552,0.032954545,0.097097416,5.248868778,1493.21267,0.587944736,1.111111111,0.033333333,0.7,0.35,0.283993484,0.054895928,0.16127,1083.448476,0.000125557,16.84901846,20.25
10633,chassis_hub_12WD_robust,12WD,1500,2.290076336,26.71755725,3.5625,0.010409357,37.47853535,0.03,0.088,6.526717557,209.9236641,1.247998397,0.75,1.78,1.25,0.625,0.074111324,0.027515267,0.29683,13132.7088,0.000117647,6.868518335,8.01
10634,chassis_hub_16WD_extreme,16WD,2100,2.949438202,24.57865169,3.142857143,0.006742424,24.2759009,0.037714286,0.150901961,7.415730337,365.1685393,1.160144701,0.760869565,1.483333333,1,0.5,0.082640309,0.19575,2.80241,11556.78375,0.000117647,36.02677832,41.70833333
10635,chassis_hub_4WD_small,4WD,540,3.52173913,50.72463768,4.218106996,0.073170732,263.3087121,0.05,0.093176471,11.88405797,1594.202899,3.333333333,1,5,0.777777778,0.388888889,0.062535159,3.013043478,4.17081,83431.32652,0.000126263,286.1168062,333.6666667
10636,chassis_hub_4WD_standard,4WD,600,2.553191489,34.04255319,0.525,0,1.01023751,0.006702128,0.097097416,1.072340426,1404.255319,0,1.111111111,0,1,0.5,0.350535574,0,0.04934,140.8179532,0.000200726,11.10787143,13.35
10637,chassis_hub_16WD_advanced,16WD,2400,3.399433428,21.24645892,2.125,0.000980392,3.449624625,0.0255,0.159520958,5.779036827,424.9291785,0.614875462,0.869565217,0.166666667,1,0.5,0.200022323,0.033399433,0.45949,1586.22522,0.000119048,5.553935715,6.675
10638,chassis_hub_2WD_mini_robot,2WD,240,3.764705882,58.82352941,0.989583333,0.005263158,18.32142857,0.069090909,0.055445545,2.980392157,686.2745098,0.404061018,0.857142857,0.05,0.5,0.25,0.080760647,0.062117647,0.03078,16995.27022,3.77E-05,17.17129584,20.025
10639,chassis_hub_2WD_mini_robot,2WD,240,1.5,23.4375,0.947916667,0,6.529898649,0.076842105,0.18187404,1.140625,6250,0,0.857142857,0,0.7,0.35,0.062823852,0,0.77314,4228.091615,3.91E-05,17.17129584,20.025
1064,chassis_hub_12WD_robust,12WD,1500,2.380952381,27.77777778,2.375,0,0.184121622,0.019487179,0.176277916,4.523809524,1587.301587,0,0.75,0,0.9,0.45,0.758847917,0,0.0654,90.99006208,0.000114943,171.6700837,200.2
10640,chassis_hub_8WD_all_terrain,8WD,1125,2.466273187,30.35413153,3.897435897,0.01122807,40.47691441,0.032571429,0.155789474,7.689713322,1011.804384,1.714285714,0.892857143,1.422222222,1.107692308,0.553846154,0.087317221,0.606111298,3.59435,13132.7088,0.000117647,48.61285741,55.61111111
10641,chassis_hub_16WD_advanced,16WD,2400,3.326403326,20.79002079,3.083333333,0.01472973,52.98254505,0.042285714,0.165465839,8.205128205,831.6008316,1.572447071,0.869565217,3.633333333,1,0.5,0.059804934,0.978960499,14.11455,24102.38322,0.000123077,138.8137241,166.8333333
10642,chassis_hub_2WD_mini,2WD,264,1.805128205,25.64102564,0.733901515,0,2.217444717,0.065263158,0.097097416,1.05982906,2820.512821,0,0.857142857,0,0.4,0.2,0.083817521,0,0.1083,2447.318911,3.96E-05,99.86062142,113.75
10643,chassis_hub_4WD_standard,4WD,600,2.272727273,30.3030303,0.783333333,0.195744681,701.8451577,0.009894737,0.16,1.424242424,3030.30303,1.065740339,1.111111111,3.066666667,0.7,0.35,0.012258313,47.40927273,124.6477,136791.1993,0.000206612,16.84901846,20.25
10644,chassis_hub_4WD_compact,4WD,616,1.602312139,26.01156069,0.604256854,0,2.141795367,0.007362637,0.170769231,0.774566474,4046.242775,0,1.1,0,0.888888889,0.444444444,0.158720347,0,0.66567,342.3333001,0.000215394,14.20989569,18.07142857
10645,chassis_hub_4WD_tracked,4WD,600,2.790697674,46.51162791,0.441666667,0,0.592956593,0.005638298,0.097097416,0.986046512,1534.883721,0,1.111111111,0,0.9,0.45,0.437878326,0,0.02896,89.22516864,0.000209998,11.10787143,13.35
10646,chassis_hub_12WD_mini,12WD,1750,3.121284185,29.72651605,2.914285714,0.000915033,3.311570946,0.027567568,0.18187404,7.27705113,951.2485137,0.661437828,0.875,0.14,0.96,0.48,0.251871153,0.046444709,0.39209,1586.22522,0.000119048,8.290627036,10.12
10647,chassis_hub_12WD_robust,12WD,1500,2.820211516,32.90246769,2.375,0.000175439,0.405092593,0.018095238,0.086055777,5.35840188,105.7579318,0.380788655,0.75,0.02,0.9,0.45,0.580793373,0.000338425,0.00175,211.2269298,0.0001126,8.677828408,10.12
10648,chassis_hub_16WD_advanced,16WD,2400,3.628117914,22.67573696,2.666666667,0.01703125,61.26091476,0.033684211,0.111213873,7.739984883,98.26152683,1.572447071,0.869565217,3.633333333,1,0.5,0.058113481,0.088979592,1.17866,27053.69545,0.000123077,5.553935715,6.675
10649,chassis_hub_12WD_mini,12WD,1750,2.85326087,27.17391304,2.857142857,0.002533333,9.071891892,0.027027027,0.168181818,6.52173913,1086.956522,0.785811682,0.875,0.38,0.96,0.48,0.127912826,0.220069565,2.01396,4792.666201,0.000113475,9.953667834,12.15
1065,chassis_hub_16WD_advanced,16WD,2400,3.571428571,22.32142857,2.291666667,0.000909091,3.198412698,0.0275,0.05625,6.547619048,26.04166667,0.644886825,0.869565217,0.166666667,1,0.5,0.221817083,0.000535714,0.00806,1502.739682,0.000119048,7.016957482,8.433333333
10650,chassis_hub_8WD_versatile,8WD,1000,2.312138728,28.9017341,6.166666667,0.021216216,76.29450758,0.042285714,0.1056,11.40655106,423.8921002,2.362672686,0.833333333,3.925,1.2,0.6,0.083139229,0.152462428,0.80567,24102.38322,0.000123077,10.72717855,12.65
10651,chassis_hub_2WD_simple,2WD,375,2.325581395,31.00775194,0.59,0,3.630769231,0.074736842,0.160333333,1.100775194,5038.75969,0,1.071428571,0,0.75,0.375,0.085143008,0,0.34928,2185.106171,3.96E-05,20.83707809,24.3
10652,chassis_hub_8WD_heavy_duty,8WD,1350,2.454545455,27.97202797,2.905982906,0.001960784,6.896825397,0.027567568,0.0525,5.706293706,48.95104895,0.831890331,0.882352941,0.222222222,1.538461538,0.769230769,0.197504559,0.001006993,0.00869,1586.22522,0.000119048,185.0849655,222.4444444
10653,chassis_hub_4WD_compact,4WD,616,1.645103858,26.70623145,0.505050505,0,0.208397683,0.005185185,0.170769231,0.664688427,4154.302671,0,1.1,0,1,0.5,0.477237567,0,0.06477,32.33246529,0.000203538,11.24716052,14.30357143
10654,chassis_hub_12WD_robust,12WD,1500,2.857142857,33.33333333,3.1875,0.000915033,3.311728395,0.0255,0.086631016,7.285714286,107.1428571,0.661437828,0.75,0.14,0.9,0.45,0.252171,0.0024,0.02146,1586.22522,0.000119048,8.677828408,10.12
10655,chassis_hub_2WD_basic,2WD,375,1.5,25,0.783333333,0.089361702,315.5837838,0.085454545,0.168181818,0.94,5000,0.654653671,1.071428571,0.84,0.5,0.25,0.00588399,35.70966,70.0596,254929.0532,4.37E-05,343.3401675,400.4
10656,chassis_hub_8WD_heavy_duty,8WD,1350,2.817014446,32.10272873,3.475783476,0.00295082,10.67939189,0.0305,0.155789474,7.833065811,963.081862,0.998268397,0.882352941,0.4,1.107692308,0.553846154,0.163706517,0.151858748,0.94833,3529.786891,0.000118519,7.40524762,8.9
10657,chassis_hub_8WD_heavy_duty,8WD,1350,2.371621622,27.02702703,2.905982906,0.001960784,6.899470899,0.0255,0.086006826,5.513513514,121.6216216,0.810826397,0.882352941,0.222222222,1.538461538,0.769230769,0.190832108,0.007297297,0.05216,1586.22522,0.000119048,9.35594331,11.24444444
10658,chassis_hub_16WD_extreme,16WD,2100,2.774108322,23.11756935,3.142857143,0.006742424,24.27593844,0.034736842,0.165465839,6.974900925,792.6023778,1.160144701,0.760869565,1.483333333,1,0.5,0.077727741,0.427482166,6.46711,11556.78375,0.000117647,144.1071133,166.8333333
10659,chassis_hub_8WD_versatile,8WD,1000,1.697312588,21.21640736,3.333333333,0.00075,2.442889318,0.019512195,0.170769231,4.526166902,1980.19802,0.565685425,0.833333333,0.075,1.2,0.6,0.244125941,0.118693069,0.75925,834.3132652,0.000111111,12.87897424,15.1875
1066,chassis_hub_12WD_mini,12WD,1750,3.273067332,31.17206983,2.171428571,0.000175439,0.404761905,0.018095238,0.055445545,5.685785536,43.64089776,0.393700394,0.875,0.02,0.96,0.48,0.616278254,0.000134663,0.00068,211.2269298,0.0001126,6.562047683,8.01
10660,chassis_hub_12WD_robust,12WD,1500,1.986754967,23.17880795,3.125,0.003466667,12.59988739,0.027027027,0.165465839,4.966887417,993.3774834,0.806225775,0.75,0.52,1.25,0.625,0.097417053,0.275066225,3.35661,4792.666201,0.000113475,10.41853905,12.15
10661,chassis_hub_12WD_mini,12WD,1750,2.825618945,26.91065662,2.514285714,0,0.213063063,0.022564103,0.168181818,5.683530678,1076.426265,0,0.875,0,0.96,0.48,0.798043854,0,0.0473,110.0646071,0.000112045,9.953667834,12.15
10662,chassis_hub_12WD_robust,12WD,1500,2.283539486,26.64129401,4.625,0.01963964,70.63888889,0.038947368,0.09,8.449096099,85.63273073,1.808314132,0.75,4.36,1.25,0.625,0.061583149,0.007467174,0.07629,24102.38322,0.000123077,8.677828408,10.12
10663,chassis_hub_4WD_standard,4WD,600,1.880877743,25.07836991,0.458333333,0,0.598498498,0.005851064,0.165465839,0.689655172,3761.755486,0,1.111111111,0,0.9,0.45,0.295121755,0,0.15944,93.47398619,0.000200452,16.84901846,20.25
10664,chassis_hub_2WD_mini_robot,2WD,240,2.493506494,38.96103896,0.296875,0,0.203521704,0.021904762,0.137191011,0.597402597,2857.142857,0,0.857142857,0,0.45,0.225,0.331133636,0,0.00497,133.3475048,5.96E-05,17.17129584,20.025
10665,chassis_hub_2WD_basic,2WD,375,4.166666667,69.44444444,0.49,0,0.201388889,0.049166667,0.086055777,1.638888889,1250,0,1.071428571,0,0.75,0.375,0.599295278,0,0.00087,120.5119161,3.90E-05,13.73703667,16.02
10666,chassis_hub_2WD_simple,2WD,375,4.761904762,63.49206349,0.183333333,0.036363636,154.2559524,0.023157895,0.055445545,0.698412698,555.5555556,0.285714286,1.071428571,0.08,0.525,0.2625,0.020235944,0.348571429,0.25915,49440.78608,0.000104655,343.3401675,400.4
